Ältere Beamte des Bildungsministeriums erkennen an , dass die Institute eine wichtige Rolle bei der Förderung der Alphabetisierung in asiatischen Sprachen spielen , sie geben zu , dass sie Bedenken hinsichtlich des Einflusses Chinas auf den Inhalt des Programms haben . 	19:20	/people /people/ethnicity
Ältere Beamte des Bildungsministeriums erkennen an , dass die Institute eine wichtige Rolle bei der Förderung der Alphabetisierung in asiatischen Sprachen spielen , sie geben zu , dass sie Bedenken hinsichtlich des Einflusses Chinas auf den Inhalt des Programms haben . 	33:34	/government /government/government /location /location/country
Im Champion Programm sollen den Flüchtlingen soziale Netzwerke aufgebaut werden . 	1:3	/organization
Lucinda Boddy und Patsey Gibson wurden schwer verletzt . 	0:2	/person
Lucinda Boddy und Patsey Gibson wurden schwer verletzt . 	3:5	/person
Ruth Stein : Leo Putz . 	0:2	/person
Ruth Stein : Leo Putz . 	3:5	/person /person/athlete
Elena Rey : Burgenführer Pfalz . 	0:2	/person
Elena Rey : Burgenführer Pfalz . 	3:5	/written_work
Laut Kristek trägt die Beziehung der Gesellschaft zum Mobiltelefon die Anzeichen eines Kults , beziehungsweise sogar einer pathologischen Abhängigkeit . 	1:2	/person
Er begleitete Cook nicht auf seiner dritten Reise , sondern bekam im April 1776 das Kommando über das Schiff Lyon und wurde zur Baffin Bay an der Ostküste Kanadas geschickt . 	2:3	/person
Er begleitete Cook nicht auf seiner dritten Reise , sondern bekam im April 1776 das Kommando über das Schiff Lyon und wurde zur Baffin Bay an der Ostküste Kanadas geschickt . 	6:8	/event
Er begleitete Cook nicht auf seiner dritten Reise , sondern bekam im April 1776 das Kommando über das Schiff Lyon und wurde zur Baffin Bay an der Ostküste Kanadas geschickt . 	12:14	/event
Er begleitete Cook nicht auf seiner dritten Reise , sondern bekam im April 1776 das Kommando über das Schiff Lyon und wurde zur Baffin Bay an der Ostküste Kanadas geschickt . 	19:20	/product /product/ship
Er begleitete Cook nicht auf seiner dritten Reise , sondern bekam im April 1776 das Kommando über das Schiff Lyon und wurde zur Baffin Bay an der Ostküste Kanadas geschickt . 	23:25	/location /location/body_of_water
Er begleitete Cook nicht auf seiner dritten Reise , sondern bekam im April 1776 das Kommando über das Schiff Lyon und wurde zur Baffin Bay an der Ostküste Kanadas geschickt . 	28:29	/location /location/country 
Der Film wurde in Cork und entlang dem Wild Atlantic Way gedreht . 	4:5	/location /location/city
Der Film wurde in Cork und entlang dem Wild Atlantic Way gedreht . 	7:11	/location
Die Augustines kehrten Anfang April ins Vereinigte Königreich zurück und spielten im Sommer auf zahlreichen europäischen Festivals . 	1:2	/person /person/musician
Die Augustines kehrten Anfang April ins Vereinigte Königreich zurück und spielten im Sommer auf zahlreichen europäischen Festivals . 	3:5	/event
Die Augustines kehrten Anfang April ins Vereinigte Königreich zurück und spielten im Sommer auf zahlreichen europäischen Festivals . 	6:8	/location /location/country
Die Augustines kehrten Anfang April ins Vereinigte Königreich zurück und spielten im Sommer auf zahlreichen europäischen Festivals . 	15:16	/location
Diese Werke sind zu einem gewissen Grad durch ihre frühe Begegnung mit Turners Kunst beeinflusst . 	12:13	/person /person/artist
Schröcke engagierte sich weiterhin im SDV . 	0:1	/person
Schröcke engagierte sich weiterhin im SDV . 	5:6	/organization
Mit seinen innovativen Arbeiten zur Erforschung der Dynamik von Assetpreisen hat Robert Shiller Pionierarbeit im Bereich der Finanzökonomie geleistet . 	11:13	/person /person/author
Andreas Burow : Die Flakwagen der Regierungszüge der Reichsregierung im Dritten Reich . 	0:2	/person
Andreas Burow : Die Flakwagen der Regierungszüge der Reichsregierung im Dritten Reich . 	3:5	/product /product/car
Andreas Burow : Die Flakwagen der Regierungszüge der Reichsregierung im Dritten Reich . 	10:12	/location /location/country
Nach einer vorläufigen Schätzung starben in Guerrero 123 Menschen , die meisten davon in Acapulco . 	7:9	/people 
Nach einer vorläufigen Schätzung starben in Guerrero 123 Menschen , die meisten davon in Acapulco . 	6:7	/location /location/province
Nach einer vorläufigen Schätzung starben in Guerrero 123 Menschen , die meisten davon in Acapulco . 	14:15	/location /location/city
Kongress der IPA 1985 in Hamburg in einer begleitenden Ausstellung vorgestellt , die den selbstreflexiven Prozess nachvollzog . 	5:6	/location /location/city
aufgrund des starken griechischen Einflusses . 	3:4	/location /location/country
So führte z. B. die Anlieferung von Milch aus dem Umland von Wien zur Gründung mehrerer Milchverarbeitungsbetriebe wie beispielsweise der NÖM . 	12:13	/location /location/city
So führte z. B. die Anlieferung von Milch aus dem Umland von Wien zur Gründung mehrerer Milchverarbeitungsbetriebe wie beispielsweise der NÖM . 	20:21	/organization /organization/company
Per Gesetz hätten die Kommunalwahlen als Teil der allgemeinen Wahlen 2005 stattfinden sollen , doch durch die daraus resultierenden Unruhen wurden sie verschoben . 	10:11	/event 
Woody Woodpecker will den Zirkus besuchen . 	0:2	/person /person/artist
Die Entscheidung Fords , Nixon zu begnadigen , war sehr umstritten . 	2:3	/person /person/politician
Die Entscheidung Fords , Nixon zu begnadigen , war sehr umstritten . 	4:5	/person /person/politician
Noch im Krieg erwarb er das Bürgerrecht der Stadt Hannover , verlor es jedoch bald wieder , da er seine Steuerschulden nicht bezahlte . 	9:10	/location /location/city
Nach seiner Rückkehr war er noch stärker davon überzeugt , ein ähnliches Programm auch in Österreich zu verwirklichen . 	15:16	/location /location/country
Aktuelle Veröffentlichungen verwenden weiterhin den Familiennamen Chenopodiaceae . 	6:7	/biology
Die Volksbank von China war die Zentralbank und die Grundlage des Bankensystems . 	0:4	/organization /organization/company
Eine Zeit lang arbeitete er als Bankangestellter , aber nach dem Tod seines Vaters 1882 war er schließlich in der Lage , Malerei zu studieren . 	14:15	/event
Bekannt wurde Lintner auch für einen Vortrag den er für die Financial Analysts Federation hielt . 	2:3	/person 
Bekannt wurde Lintner auch für einen Vortrag den er für die Financial Analysts Federation hielt . 	6:7	/event
Bekannt wurde Lintner auch für einen Vortrag den er für die Financial Analysts Federation hielt . 	11:14	/organization 
An einer Pressekonferenz erklärte er , sollte Kanada Atomwaffen nicht akzeptieren , würde es seine Verpflichtungen gegenüber der NATO nicht erfüllen . 	4:5	/person
An einer Pressekonferenz erklärte er , sollte Kanada Atomwaffen nicht akzeptieren , würde es seine Verpflichtungen gegenüber der NATO nicht erfüllen . 	7:8	/location /location/country
An einer Pressekonferenz erklärte er , sollte Kanada Atomwaffen nicht akzeptieren , würde es seine Verpflichtungen gegenüber der NATO nicht erfüllen . 	18:19	/organization
1 Charles Burney veröffentlicht A Plan for a Music School . 	1:3	/person /person/author
1 Charles Burney veröffentlicht A Plan for a Music School . 	4:10	/written_work
Barry und ihre Kollegen trainierten tausende von professionellen Schauspielern . 	0:1	/person
Viele seiner späteren Werke zeigen europäische Szenen , wohin Eaton als Erwachsener regelmäßig reiste . 	5:6	/location /people /people/ethnicity
Viele seiner späteren Werke zeigen europäische Szenen , wohin Eaton als Erwachsener regelmäßig reiste . 	9:10	/person /person/author
Im Zuge des Verfahrens wurde deutlich , dass hinter dem Angebot ein weit verzweigtes Netzwerk stand , das Verbindungen bis in die USA und nach Australien unterhielt . 	22:23	/location /location/country
Im Zuge des Verfahrens wurde deutlich , dass hinter dem Angebot ein weit verzweigtes Netzwerk stand , das Verbindungen bis in die USA und nach Australien unterhielt . 	25:26	/location /location/country
Viele Flugreisende im östlichen Arkansas nutzen den Memphis International Airport . 	4:5	/location /location/province
Viele Flugreisende im östlichen Arkansas nutzen den Memphis International Airport . 	7:10	/building /building/airport /location
Bis zum Juli 2005 stellte die Balfour Beatty Construction alle Ausgrabungen und strukturellen Maßnahmen fertig und die Dachterrasse deckte die gesamte Struktur des CVC ab . 	2:4	/event
Bis zum Juli 2005 stellte die Balfour Beatty Construction alle Ausgrabungen und strukturellen Maßnahmen fertig und die Dachterrasse deckte die gesamte Struktur des CVC ab . 	6:9	/organization /organization/company
Bis zum Juli 2005 stellte die Balfour Beatty Construction alle Ausgrabungen und strukturellen Maßnahmen fertig und die Dachterrasse deckte die gesamte Struktur des CVC ab . 	23:24	/organization /organization/company
Er war Unterstützer des Animal Health Trust , der tierärztlichen Forschungseinrichtung in Lanwades Hall nahe Newmarket . 	12:14	/location /location/city
Er war Unterstützer des Animal Health Trust , der tierärztlichen Forschungseinrichtung in Lanwades Hall nahe Newmarket . 	15:16	/location /location/city
Seit um 1500 die Stadtmauer neu errichtet wurde , blieb die Stadt über die Jahrhunderte unverändert . 	1:2	/event
Im April 1942 wurde ein Exemplar der britischen Mk.II zu Vergleichszwecken in die USA geschickt . 	1:3	/event
Im April 1942 wurde ein Exemplar der britischen Mk.II zu Vergleichszwecken in die USA geschickt . 	8:9	/military
Im April 1942 wurde ein Exemplar der britischen Mk.II zu Vergleichszwecken in die USA geschickt . 	13:14	/location /location/country
Wenig später sitzt Alexander endlich im Zug nach Oberhof . 	3:4	/person
Wenig später sitzt Alexander endlich im Zug nach Oberhof . 	8:9	/location /location/city
Er arbeitete für Jack Kemp während der Präsidentschaft George H. W. Bushs . 	3:5	/person /person/politician
Er arbeitete für Jack Kemp während der Präsidentschaft George H. W. Bushs . 	8:12	/person /person/politician
Sie hatten Angst vor Repressalien , nachdem sie während der Schlacht um Timor mit den Japanern kollaboriert hatten . 	15:16	/people /people/ethnicity
Sie hatten Angst vor Repressalien , nachdem sie während der Schlacht um Timor mit den Japanern kollaboriert hatten . 	10:13	/event /event/military_conflict
