Der Friedhof war von den Mönchen der Priorei München eingerichtet worden .     8:9    /location
Angesichts von Überfällen auf benachbarte Siedlungen führt Arador seine Krieger auf einen Feldzug gegen die Orks in der Gegend , um den Frieden in der Region wiederherzustellen .     7:8    /person /person/soldier
Als Isaak getötet wurde , hinterließ er seine schwangere Frau .     1:2    /person
Die Mitglieder des Konvents entstammten allen Schichten der Gesellschaft , aber am zahlreichsten vertreten waren Anwälte .     3:4    /organization
Soweit solche Ereignisse in der heutigen Zeit beobachtet werden konnten , waren die entstandenen Schäden stets enorm und könnten bei einer Häufung weit schwerwiegendere Konsequenzen haben als eine Trockenheit .     5:6    /event
Lüneburg verpflichtete sich darin , nach Abschluss des allgemeinen Friedensvertrages alle besetzten Gebiete zu räumen .     0:1    /location /location/country
Die leistungsfähige Verkehrsachse soll nach der Fertigstellung eine wesentlich schnellere Anbindung an die übrige Schweiz gewährleisten .     14:15    /location /location/country
Mai 1997 nach St. Pölten .     3:5    /location /location/city
Moltke diente anschließend auf dem Torpedoboot Falke und dem Torpedoboot Wolf .     0:1    /person /person/soldier
Raper diente anschließend auf dem Torpedoboot Falke und dem Torpedoboot Wolf .     5:7    /product /product/ship
Raper diente anschließend auf der HMS Duke und der HMS Victoryauf dem Torpedoboot Falke und dem Torpedoboot Wolf .     9:11    /product /product/ship
Die Anzahl der Körperschaftswälder in Deutschland wird auf 60.000 geschätzt , bei einer durchschnittlichen Betriebsgröße von 38 Hektar .     5:6    /location /location/country
Die Anzahl der Körperschaftswälder in Deutschland wird auf 60.000 geschätzt , bei einer durchschnittlichen Betriebsgröße von 38 Hektar .     8:9    /finance
Die Anzahl der Körperschaftswälder in Deutschland wird auf 60.000 geschätzt , bei einer durchschnittlichen Betriebsgröße von 38 Hektar .     16:18    /location
Die Thames Water Authority war eine der regionalen Wasserbehörden , die 1975 in Großbritannien geschaffen wurden , um alle Wasserverwaltungsaufgaben einer Region in einer Behörde zusammenzufassen .     0:4    /organization /government_agency
Die Thames Water Authority war eine der regionalen Wasserbehörden , die 1975 in Großbritannien geschaffen wurden , um alle Wasserverwaltungsaufgaben einer Region in einer Behörde zusammenzufassen .     8:9    /organization /government_agency
Die Thames Water Authority war eine der regionalen Wasserbehörden , die 1975 in Großbritannien geschaffen wurden , um alle Wasserverwaltungsaufgaben einer Region in einer Behörde zusammenzufassen .     13:14    /location /location/country
Die Thames Water Authority war eine der regionalen Wasserbehörden , die 1975 in Großbritannien geschaffen wurden , um alle Wasserverwaltungsaufgaben einer Region in einer Behörde zusammenzufassen .     11:12    /event
Zudem zahlt jedes Communitymitglied eine Monatsgebühr an Sonnen .     7:8    /finance /finance/currency
Produzent : Dieter Dierks .     2:4    /person 
Gründung des Vereins mit 116 Gründungsmitgliedern .     0:3    /event
Gründung des Vereins mit 116 Gründungsmitgliedern .     4:5    /finance
Ältere Beamte des Bildungsministeriums erkennen an , dass die Institute eine wichtige Rolle bei der Förderung der Alphabetisierung in asiatischen Sprachen spielen , sie geben zu , dass sie Bedenken hinsichtlich des Einflusses Chinas auf den Inhalt des Programms haben .     0:4    /person
Ältere Beamte des Bildungsministeriums erkennen an , dass die Institute eine wichtige Rolle bei der Förderung der Alphabetisierung in asiatischen Sprachen spielen , sie geben zu , dass sie Bedenken hinsichtlich des Einflusses Chinas auf den Inhalt des Programms haben .     19:20    /people /people/ethnicity
Ältere Beamte des Bildungsministeriums erkennen an , dass die Institute eine wichtige Rolle bei der Förderung der Alphabetisierung in asiatischen Sprachen spielen , sie geben zu , dass sie Bedenken hinsichtlich des Einflusses Chinas auf den Inhalt des Programms haben .     33:34    /government /government/government /location /location/country
Im Champion Programm sollen den Flüchtlingen soziale Netzwerke aufgebaut werden .     1:3    /organization
Sieglinde Schmidt und Lisa Meier wurden schwer verletzt .     0:2    /person
Sieglinde Schmidt und Lisa Meier wurden schwer verletzt .     3:5    /person
Ruth Stein : Leo Putz .     0:2    /person
Ruth Stein : Leo Putz .     3:5    /person /person/athlete
Elena Rey : Burgenführer Pfalz .     0:2    /person
Elena Rey : Burgenführer Pfalz .     3:5    /written_work
Laut Kristek trägt die Beziehung der Gesellschaft zum Mobiltelefon die Anzeichen eines Kults , beziehungsweise sogar einer pathologischen Abhängigkeit .     1:2    /person
Er begleitete Humboldt nicht auf seiner dritten Reise , sondern bekam im April 1776 das Kommando über das Schiff Lyon und wurde zur Baffin Bay an der Ostküste Kanadas geschickt .     2:3    /person
Er begleitete Humboldt nicht auf seiner dritten Reise , sondern bekam im April 1776 das Kommando über das Schiff Lyon und wurde zur Baffin Bay an der Ostküste Kanadas geschickt .     6:8    /event
Er begleitete Humboldt nicht auf seiner dritten Reise , sondern bekam im April 1776 das Kommando über das Schiff Lyon und wurde zur Baffin Bay an der Ostküste Kanadas geschickt .     12:14    /event
Er begleitete Humboldt nicht auf seiner dritten Reise , sondern bekam im April 1776 das Kommando über das Schiff Lyon und wurde zur Baffin Bay an der Ostküste Kanadas geschickt .     19:20    /product /product/ship
Er begleitete Humboldt nicht auf seiner dritten Reise , sondern bekam im April 1776 das Kommando über das Schiff Lyon und wurde zur Baffin Bay an der Ostküste Kanadas geschickt .     23:25    /location /location/body_of_water
Er begleitete Humboldt nicht auf seiner dritten Reise , sondern bekam im April 1776 das Kommando über das Schiff Lyon und wurde zur Baffin Bay an der Ostküste Kanadas geschickt .     28:29    /location /location/country
Der Film wurde in Cork und entlang dem Wild Atlantic Way gedreht .     4:5    /location /location/city
Der Film wurde in Spanien und entlang dem Jakobsweg gedreht .     7:9    /location
Fair Warning kehrten Anfang April ins Vereinigte Königreich zurück und spielten im Sommer auf zahlreichen europäischen Festivals .     1:2    /person /person/musician
Die Augustines kehrten Anfang April ins Vereinigte Königreich zurück und spielten im Sommer auf zahlreichen europäischen Festivals .     3:5    /event
Die Augustines kehrten Anfang April ins Vereinigte Königreich zurück und spielten im Sommer auf zahlreichen europäischen Festivals .     6:8    /location /location/country
Die Augustines kehrten Anfang April ins Vereinigte Königreich zurück und spielten im Sommer auf zahlreichen europäischen Festivals .     15:16    /location
Diese Werke sind zu einem gewissen Grad durch ihre frühe Begegnung mit Marcs Kunst beeinflusst .     12:13    /person /person/artist
Schröcke engagierte sich weiterhin im SDV .     0:1    /person
Schröcke engagierte sich weiterhin im SDV .     5:6    /organization
Mit seinen innovativen Arbeiten zur Erforschung der Dynamik von Assetpreisen hat Jürgen Donges Pionierarbeit im Bereich der Finanzökonomie geleistet .     11:13    /person /person/author
Andreas Burow : Die Flakwagen der Regierungszüge der Reichsregierung im Dritten Reich .     0:2    /person
Andreas Burow : Die Flakwagen der Regierungszüge der Reichsregierung im Dritten Reich .     3:5    /product /product/car
Andreas Burow : Die Flakwagen der Regierungszüge der Reichsregierung im Dritten Reich .     10:12    /location /location/country
Nach einer vorläufigen Schätzung starben in Guerrero 123 Menschen , die meisten davon in Acapulco .     7:9    /people
Nach einer vorläufigen Schätzung starben in Guerrero 123 Menschen , die meisten davon in Acapulco .     6:7    /location /location/province
Nach einer vorläufigen Schätzung starben in Guerrero 123 Menschen , die meisten davon in Acapulco .     14:15    /location /location/city
Kongress der IPA 1985 in Hamburg in einer begleitenden Ausstellung vorgestellt , die den selbstreflexiven Prozess nachvollzog .     5:6    /location /location/city
aufgrund des starken griechischen Einflusses .     3:4    /location /location/country
So führte z. B. die Anlieferung von Milch aus dem Umland von Wien zur Gründung mehrerer Milchverarbeitungsbetriebe wie beispielsweise der NÖM .     12:13    /location /location/city
So führte z. B. die Anlieferung von Milch aus dem Umland von Wien zur Gründung mehrerer Milchverarbeitungsbetriebe wie beispielsweise der NÖM .     20:21    /organization /organization/company
Per Gesetz hätten die Kommunalwahlen als Teil der allgemeinen Wahlen 2005 stattfinden sollen , doch durch die daraus resultierenden Unruhen wurden sie verschoben .     10:11    /event
Hacky der Specht will den Zirkus besuchen .     0:3    /person /person/artist
Die Entscheidung Kohls , Schröder zu begnadigen , war sehr umstritten .     2:3    /person /person/politician
Die Entscheidung Fords , Schröder zu begnadigen , war sehr umstritten .     4:5    /person /person/politician
Noch im Krieg erwarb er das Bürgerrecht der Stadt Hannover , verlor es jedoch bald wieder , da er seine Steuerschulden nicht bezahlte .     9:10    /location /location/city
Nach seiner Rückkehr war er noch stärker davon überzeugt , ein ähnliches Programm auch in Österreich zu verwirklichen .     15:16    /location /location/country
Aktuelle Veröffentlichungen verwenden weiterhin den Familiennamen Chenopodiaceae .     6:7    /biology
Die Volksbank von China war die Zentralbank und die Grundlage des Bankensystems .     0:4    /organization /organization/company
Eine Zeit lang arbeitete er als Bankangestellter , aber nach dem Tod seines Vaters 1882 war er schließlich in der Lage , Malerei zu studieren .     14:15    /event
Bekannt wurde Lintner auch für einen Vortrag den er für die Financial Analysts Federation hielt .     2:3    /person
Bekannt wurde Lintner auch für einen Vortrag den er für die Financial Analysts Federation hielt .     6:7    /event
Bekannt wurde Lintner auch für einen Vortrag den er für die Deutsche Vereinigung für Finanzanalyse hielt .     11:15    /organization
An einer Pressekonferenz erklärte er , sollte Kanada Atomwaffen nicht akzeptieren , würde es seine Verpflichtungen gegenüber der NATO nicht erfüllen .     4:5    /person
An einer Pressekonferenz erklärte er , sollte Kanada Atomwaffen nicht akzeptieren , würde es seine Verpflichtungen gegenüber der NATO nicht erfüllen .     7:8    /location /location/country
An einer Pressekonferenz erklärte er , sollte Kanada Atomwaffen nicht akzeptieren , würde es seine Verpflichtungen gegenüber der NATO nicht erfüllen .     18:19    /organization
1 Hans Zimmer veröffentlicht A Plan for a Music School .     1:3    /person /person/musician
1 Hans Zimmer veröffentlicht A Plan for a Music School .     4:10    /written_work
Müller und ihre Kollegen trainierten tausende von professionellen Schauspielern .     0:1    /person
Viele seiner späteren Werke zeigen europäische Szenen , wohin Eaton als Erwachsener regelmäßig reiste .     5:6    /location /people /people/ethnicity
Viele seiner späteren Werke zeigen europäische Szenen , wohin Schiller als Erwachsener regelmäßig reiste .     9:10    /person /person/author
Im Zuge des Verfahrens wurde deutlich , dass hinter dem Angebot ein weit verzweigtes Netzwerk stand , das Verbindungen bis in die USA und nach Australien unterhielt .     22:23    /location /location/country
Im Zuge des Verfahrens wurde deutlich , dass hinter dem Angebot ein weit verzweigtes Netzwerk stand , das Verbindungen bis in die USA und nach Australien unterhielt .     25:26    /location /location/country
Viele Flugreisende im östlichen Arkansas nutzen den Memphis International Airport .     4:5    /location /location/province
Viele Flugreisende im östlichen Europa nutzen den Flughafen Berlin Brandenburg .     7:10    /building /building/airport /location
Bis zum Juli 2005 stellte die Balfour Beatty Construction alle Ausgrabungen und strukturellen Maßnahmen fertig und die Dachterrasse deckte die gesamte Struktur des CVC ab .     2:4    /event
Bis zum Juli 2005 stellte Züblin alle Ausgrabungen und strukturellen Maßnahmen fertig und die Dachterrasse deckte die gesamte Struktur des CVC ab .     5:6    /organization /organization/company
Bis zum Juli 2005 stellte die Balfour Beatty Construction alle Ausgrabungen und strukturellen Maßnahmen fertig und die Dachterrasse deckte die gesamte Struktur des CVC ab .     23:24    /organization /organization/company
Er war Unterstützer des Animal Health Trust , der tierärztlichen Forschungseinrichtung in Beckum nahe Münster .     12:13    /location /location/city
Er war Unterstützer des Animal Health Trust , der tierärztlichen Forschungseinrichtung in Beckum nahe Münster .     15:16    /location /location/city
Seit um 1500 die Stadtmauer neu errichtet wurde , blieb die Stadt über die Jahrhunderte unverändert .     1:2    /event
Im April 1942 wurde ein Exemplar der britischen Mk.II zu Vergleichszwecken in die USA geschickt .     1:3    /event
Im April 1942 wurde ein Exemplar der britischen Mk.II zu Vergleichszwecken in die USA geschickt .     8:9    /military
Im April 1942 wurde ein Exemplar der britischen Mk.II zu Vergleichszwecken in die USA geschickt .     13:14    /location /location/country
Wenig später sitzt Alexander endlich im Zug nach Oberhof .     3:4    /person
Wenig später sitzt Alexander endlich im Zug nach Oberhof .     8:9    /location /location/city
Er arbeitete für Gregor Gysi während der Kanzlerschaft Gerhard Schröders .     3:5    /person /person/politician
Er arbeitete für Gregor Gysi während der Kanzlerschaft Gerhard Schröders .     8:10    /person /person/politician
Sie hatten Angst vor Repressalien , nachdem sie während der Schlacht um Timor mit den Japanern kollaboriert hatten .     15:16    /people /people/ethnicity
Sie hatten Angst vor Repressalien , nachdem sie während der Schlacht um Timor mit den Japanern kollaboriert hatten .     10:13    /event /event/military_conflict
